cuisinetype,restaurantid,restaurantname,segment,subregion,growthfactor,aov,monthlyorders,instoreorders,instorerevenue,ubereatsorders,doordashorders,selfdeliveryorders,ubereatsrevenue,doordashrevenue,selfdeliveryrevenue,cogsrate,opexrate,commissionrate,deliveryradiuskm,deliverycostperorder,sd_deliverytotalcost,instorenetprofit,ubereatsnetprofit,doordashnetprofit,selfdeliverynetprofit,instoreshare,ue_share,dd_share,sd_share,scale_score,cost_discipline_score,aggregator_dependence,expansion_headroom,revenue_quality_score,total_revenue,total_net_profit,delivery_revenue_mix,instore_reliance
Indian,25178,Spice Kitchen,Cafe,North Shore,1.03,45.43,756,92,4179.56,332,199,133,15082.76,9040.57,6042.19,0.229571695514023,0.423812526045367,0.3,7,2.07,275.31,1448.7,703.09,421.43,1819.01,0.14,0.5,0.3,0.2,778.6800000000001,0.34661577844061,0.8,0.009259259259259259,0.06959606881006043,34345.08,4392.23,0.8783068783068783,0.14
Indian,25046,Tandoori Tavern,QSR,North Shore,1.03,36.57,692,57,2084.49,318,190,127,11629.26,6948.3,4644.39,0.277510587982833,0.448834162484854,0.27,17,5.02,637.54,570.43,42.51,25.4,633.42,0.09,0.5,0.3,0.2,712.76,0.273655249532313,0.8,0.024566473988439308,-0.579352159366245,25306.44,1271.7599999999998,0.9176300578034683,0.09
Indian,25734,Spice Cafe,Ghost Kitchen,South Auckland,1.05,31.63,801,30,948.9,386,231,154,12209.18,7306.53,4871.02,0.287518795242067,0.338755868177395,0.31,15,4.43,682.22,354.63,778.03,465.61,1138.2,0.04,0.5,0.3,0.2,841.0500000000001,0.37372533658053797,0.8,0.018726591760299626,-0.409530309422779,25335.63,2736.4700000000003,0.9625468164794007,0.04
Indian,25737,Bombay Bistro,Full-service,North Shore,1.03,42.51,855,207,8799.57,324,194,130,13773.24,8246.94,5526.3,0.350742394442204,0.507174635794945,0.27,16,4.72,613.6,1250.27,-1761.83,-1054.92,171.59,0.32,0.5,0.3,0.2,880.65,0.14208296976285095,0.8,0.01871345029239766,-1.0280331812360433,36346.05,-1394.89,0.7578947368421052,0.32
Indian,26627,Bombay Diner,Cafe,West Auckland,1.04,38.67,1605,197,7617.99,704,422,282,27223.68,16318.74,10904.94,0.240174184851348,0.444467673124745,0.29,9,2.66,750.12,2402.4,690.34,413.81,2688.84,0.14,0.5,0.3,0.2,1669.2,0.315358142023907,0.8,0.005607476635514018,0.23937737611938378,62065.35,6195.39,0.8772585669781932,0.14
Indian,25494,Spice Cafe,Full-service,CBD,0.99,40.3,589,94,3788.2,248,148,99,9994.4,5964.4,3989.7,0.387295683810953,0.474368295143358,0.27,14,4.13,408.87,524.04,-1315.9,-785.3,143.05,0.19,0.5,0.3,0.2,583.11,0.13833602104568898,0.8,0.023769100169779286,-1.021663143169071,23736.7,-1434.1100000000001,0.8404074702886247,0.19
Indian,25738,Tandoori Cafe,Ghost Kitchen,North Shore,1.03,33.48,468,13,435.24,228,136,91,7633.44,4553.28,3046.68,0.287170741334557,0.205906352947932,0.3,14,4.13,375.83,220.63,1579.53,942.18,1168.6,0.03,0.5,0.3,0.2,482.04,0.506922905717511,0.8,0.029914529914529916,-0.22131493066501093,15668.64,3910.9399999999996,0.9722222222222222,0.03
Indian,25617,Curry Corner,Ghost Kitchen,West Auckland,1.04,44.07,1630,92,4054.44,769,461,308,33889.83,20316.27,13573.56,0.268505807069596,0.285368097946048,0.32,13,3.84,1182.72,1808.79,4274.39,2562.41,4872.8,0.06,0.5,0.3,0.2,1695.2,0.44612609498435596,0.8,0.007975460122699387,1.7498071564438458,71834.1,13518.39,0.943558282208589,0.06
Indian,25510,Bombay Tavern,Cafe,CBD,0.99,39.72,871,93,3693.96,389,233,156,15451.08,9254.76,6196.32,0.247891917470843,0.363524466636591,0.33,18,5.31,828.36,1435.41,905.18,542.18,1579.43,0.12,0.5,0.3,0.2,862.29,0.38858361589256596,0.8,0.02066590126291619,-0.024971994360749625,34596.12,4462.2,0.8932261768082663,0.12
Indian,25351,Spice Diner,QSR,CBD,0.99,44.18,898,103,4550.54,398,238,159,17583.64,10514.84,7024.62,0.265241026319563,0.445169587340206,0.28,13,3.84,610.56,1317.79,168.62,100.83,1423.7,0.13,0.5,0.3,0.2,889.02,0.289589386340231,0.8,0.014476614699331848,-0.212472951306187,39673.64,3010.9399999999996,0.8853006681514476,0.13
Indian,26320,Royal Bistro,QSR,West Auckland,1.04,46.48,1035,102,4740.96,466,280,187,21659.68,13014.4,8691.76,0.202606979496777,0.350171328359283,0.3,10,2.95,551.65,2120.26,3188.77,1916.0,3335.49,0.11,0.5,0.3,0.2,1076.4,0.44722169214394003,0.8,0.00966183574879227,1.304953563635931,48106.8,10560.52,0.9014492753623189,0.11
Indian,25190,Spice Kitchen,Ghost Kitchen,CBD,0.99,31.72,1317,97,3076.84,610,366,244,19349.2,11609.52,7739.68,0.289227395108901,0.274188046820927,0.32,4,1.18,287.92,1343.3,2255.82,1353.49,3091.1,0.08,0.5,0.3,0.2,1303.83,0.43658455807017194,0.8,0.0030372057706909645,0.3054073135202661,41775.24,8043.709999999999,0.9263477600607442,0.08
Indian,26000,Spice House,QSR,West Auckland,1.04,36.14,913,105,3794.7,404,242,162,14600.56,8745.88,5854.68,0.279693202208728,0.444795912480913,0.3,16,4.72,764.64,1045.48,-357.55,-214.18,848.39,0.13,0.5,0.3,0.2,949.52,0.27551088531035894,0.8,0.017524644030668127,-0.5739501087592628,32995.82,1322.14,0.8849945235487404,0.13
Indian,25395,Royal Corner,QSR,South Auckland,1.05,36.46,494,36,1312.56,229,137,92,8349.34,4995.02,3354.32,0.212301540803164,0.390416412404738,0.28,9,2.66,244.72,521.46,979.23,585.83,1087.89,0.08,0.5,0.3,0.2,518.7,0.397282046792098,0.8,0.018218623481781375,-0.2857696091526747,18011.24,3174.41,0.9271255060728745,0.08
Indian,25179,Spice Eatery,Ghost Kitchen,CBD,0.99,32.36,581,52,1682.72,264,159,106,8543.04,5145.24,3430.16,0.261776219750755,0.329872683365829,0.27,5,1.48,156.88,687.14,1181.94,711.85,1243.83,0.1,0.5,0.3,0.2,575.1899999999999,0.4083510968834161,0.8,0.008605851979345954,-0.2517162348406417,18801.16,3824.7599999999998,0.9104991394148022,0.1
Indian,25585,Bombay Kitchen,Ghost Kitchen,South Auckland,1.05,33.71,1398,91,3067.61,654,392,261,22046.34,13214.32,8798.31,0.267991063417867,0.260170036181808,0.28,17,5.02,1310.22,1447.42,4229.35,2535.02,2841.16,0.07,0.5,0.3,0.2,1467.9,0.47183890040032495,0.8,0.012160228898426323,0.8034639086961262,47126.58,11052.95,0.9349070100143061,0.07
Indian,26263,Curry Bistro,QSR,South Auckland,1.05,35.02,492,64,2241.28,214,128,86,7494.28,4482.56,3011.72,0.236405559517443,0.385563662624918,0.28,13,3.84,330.24,847.27,734.67,439.43,808.28,0.15,0.5,0.3,0.2,516.6,0.37803077785763906,0.8,0.026422764227642278,-0.35635355110063927,17229.84,2829.65,0.8699186991869918,0.15
Indian,25104,Tandoori Bistro,Ghost Kitchen,CBD,0.99,33.09,1289,95,3143.55,597,358,239,19754.73,11846.22,7908.51,0.275514000898693,0.317750089254696,0.31,15,4.43,1058.77,1278.59,1910.99,1145.95,2157.91,0.08,0.5,0.3,0.2,1276.11,0.406735909846611,0.8,0.011636927851047323,0.13460049574803948,42653.01,6493.44,0.9262994569433669,0.08
Indian,26559,Royal Corner,Cafe,West Auckland,1.04,32.83,1710,155,5088.65,778,466,311,25541.74,15298.78,10210.13,0.27625456277281,0.418842228967696,0.28,5,1.48,460.28,1551.55,636.07,380.99,2652.82,0.1,0.5,0.3,0.2,1778.4,0.304903208259494,0.8,0.0029239766081871343,-0.04964843306242144,56139.299999999996,5221.43,0.9093567251461989,0.1
Indian,25144,Royal Bistro,QSR,CBD,0.99,43.23,1342,154,6657.42,594,356,238,25678.62,15389.88,10288.74,0.262317646387965,0.390252553322352,0.3,18,5.31,1263.78,2312.99,1217.93,729.94,2310.83,0.13,0.5,0.3,0.2,1328.58,0.34742980028968296,0.8,0.013412816691505217,0.42816397877413054,58014.659999999996,6571.6900000000005,0.8852459016393442,0.13
Indian,25509,Spice Eatery,Ghost Kitchen,CBD,0.99,32.7,1197,108,3531.6,544,327,218,17788.8,10692.9,7128.6,0.258724507049192,0.282528837176505,0.32,13,3.84,837.12,1620.11,2468.14,1483.6,2433.1,0.1,0.5,0.3,0.2,1185.03,0.45874665577430296,0.8,0.01086048454469507,0.3334607715105469,39141.899999999994,8004.950000000001,0.9097744360902256,0.1
Indian,25969,Royal Kitchen,Full-service,South Auckland,1.05,37.84,1651,297,11238.48,677,406,271,25617.68,15363.04,10254.64,0.369281713431701,0.534424779121764,0.31,5,1.48,401.08,1082.19,-5474.66,-3283.18,586.38,0.22,0.5,0.3,0.2,1733.5500000000002,0.09629350744653498,0.8,0.0030284675953967293,-1.9141623166542499,62473.840000000004,-7089.2699999999995,0.8201090248334343,0.22
Indian,25443,Bombay House,Full-service,West Auckland,1.04,37.55,976,225,8448.75,376,225,150,14118.8,8448.75,5632.5,0.398119426611811,0.469728321465664,0.31,4,1.18,177.0,1116.52,-2511.0,-1502.59,567.35,0.3,0.5,0.3,0.2,1015.0400000000001,0.132152251922525,0.8,0.004098360655737705,-1.1475522649415877,36648.8,-2329.72,0.769467213114754,0.3
Indian,25648,Spice Tavern,QSR,South Auckland,1.05,32.47,1564,142,4610.74,711,427,284,23086.17,13864.69,9221.48,0.273764951024205,0.417648242483847,0.29,18,5.31,1508.04,1422.81,429.1,257.7,1337.59,0.1,0.5,0.3,0.2,1642.2,0.3085868064919479,0.8,0.011508951406649617,-0.30191968021220883,50783.08,3447.2,0.9092071611253196,0.1
Indian,26376,Curry Cafe,Full-service,West Auckland,1.04,35.13,1410,350,12295.5,530,318,212,18618.9,11171.34,7447.56,0.390234936145134,0.547415794036351,0.3,3,0.89,188.68,766.62,-4424.8,-2654.88,275.67,0.33,0.5,0.3,0.2,1466.4,0.062349269818515074,0.8,0.002127659574468085,-1.6759890620226927,49533.3,-6037.39,0.75177304964539,0.33
Indian,25527,Spice Grill,Ghost Kitchen,CBD,0.99,29.81,1215,100,2981.0,558,334,223,16633.98,9956.54,6647.63,0.291537891677581,0.346242103877012,0.33,9,2.66,593.18,1079.78,535.95,320.8,1814.72,0.09,0.5,0.3,0.2,1202.85,0.36222000444540703,0.8,0.007407407407407408,-0.30236843104730293,36219.15,3751.25,0.9176954732510288,0.09
Indian,25529,Royal Corner,Ghost Kitchen,North Shore,1.03,41.16,803,59,2428.44,372,223,149,15311.52,9178.68,6132.84,0.299616751808207,0.211486971308477,0.27,8,2.36,351.64,1187.26,3351.63,2009.18,2646.68,0.08,0.5,0.3,0.2,827.09,0.48889627688331605,0.8,0.009962640099626401,0.828318150627899,33051.479999999996,9194.75,0.9265255292652554,0.08
Indian,25653,Bombay Diner,Cafe,West Auckland,1.04,42.85,1307,118,5056.3,594,357,238,25452.9,15297.45,10198.3,0.236813329514116,0.448022896400653,0.3,13,3.84,913.92,1593.56,385.96,231.97,2300.21,0.1,0.5,0.3,0.2,1359.28,0.315163774085231,0.8,0.009946442234123947,0.043250400743699534,56004.95,4511.7,0.9097169089517982,0.1
Indian,25249,Royal Bistro,Ghost Kitchen,CBD,0.99,39.39,924,35,1378.65,444,267,178,17489.16,10517.13,7011.42,0.253348798234947,0.216099488758482,0.29,8,2.36,420.08,731.45,4207.05,2529.91,3299.84,0.04,0.5,0.3,0.2,914.76,0.530551713006571,0.8,0.008658008658008658,1.0221385200375768,36396.36,10768.25,0.962121212121212,0.04
Indian,26355,Bombay Tavern,QSR,South Auckland,1.05,41.78,1015,83,3467.74,466,280,186,19469.48,11698.4,7771.08,0.246575072649866,0.444968266342767,0.3,9,2.66,494.76,1069.65,164.65,98.93,1902.28,0.09,0.5,0.3,0.2,1065.75,0.308456661007367,0.8,0.008866995073891626,-0.2033289510562783,42406.700000000004,3235.51,0.9182266009852216,0.09
Indian,26220,Curry Kitchen,Ghost Kitchen,South Auckland,1.05,35.44,779,44,1559.36,368,220,147,13041.92,7796.8,5209.68,0.281491469475441,0.243780029506888,0.31,10,2.95,433.65,740.27,2148.38,1284.36,2039.53,0.06,0.5,0.3,0.2,817.95,0.47472850101767095,0.8,0.012836970474967908,0.15709491720064606,27607.760000000002,6212.54,0.9435173299101411,0.06
Indian,26343,Bombay Eatery,Cafe,West Auckland,1.04,46.26,1248,113,5227.38,568,340,227,26275.68,15728.4,10501.02,0.229213522300124,0.383410140825436,0.32,3,0.89,202.03,2024.96,1770.36,1059.72,3865.82,0.1,0.5,0.3,0.2,1297.92,0.38737633687443995,0.8,0.002403846153846154,0.9342114722232087,57732.479999999996,8720.86,0.9094551282051284,0.1
Indian,25413,Spice Corner,QSR,North Shore,1.03,35.51,1036,85,3018.35,476,285,190,16902.76,10120.35,6746.9,0.270123976953328,0.39869734775275,0.29,12,3.54,672.6,999.61,696.03,416.74,1561.83,0.09,0.5,0.3,0.2,1067.08,0.331178675293922,0.8,0.011583011583011582,-0.22329562355280644,36788.36,3674.21,0.917953667953668,0.09
Indian,25241,Spice Cafe,Cafe,West Auckland,1.04,36.05,1082,98,3532.9,492,295,197,17736.6,10634.75,7101.85,0.237527791466564,0.385684497049078,0.27,7,2.07,407.79,1331.15,1894.05,1135.66,2268.1,0.1,0.5,0.3,0.2,1125.28,0.3767877114843581,0.8,0.006469500924214418,0.23682568451256805,39006.1,6628.959999999999,0.9094269870609981,0.1
Indian,25172,Curry Cafe,QSR,South Auckland,1.05,38.45,736,96,3691.2,320,192,128,12304.0,7382.4,4921.6,0.270904502365738,0.417298921640031,0.29,14,4.13,528.64,1150.9,268.19,160.91,1005.9,0.15,0.5,0.3,0.2,772.8000000000001,0.31179657599423094,0.8,0.019021739130434784,-0.35493924693264006,28299.199999999997,2585.9,0.8695652173913044,0.15
Indian,25658,Royal Corner,QSR,West Auckland,1.04,38.33,1527,163,6247.79,682,409,273,26141.06,15676.97,10464.09,0.258398265130818,0.434100412181579,0.33,12,3.54,966.42,1921.2,-588.14,-352.71,2251.3,0.12,0.5,0.3,0.2,1588.0800000000002,0.307501322687603,0.8,0.007858546168958742,-0.25129254872950163,58529.91,3231.65,0.8932547478716436,0.12
Indian,25498,Bombay Cafe,QSR,West Auckland,1.04,39.69,521,51,2024.19,235,141,94,9327.15,5596.29,3730.86,0.274428322520107,0.380519689712673,0.3,16,4.72,443.68,698.45,420.21,252.12,843.66,0.11,0.5,0.3,0.2,541.84,0.34505198776722,0.8,0.030710172744721688,-0.4038623660531134,20678.49,2214.44,0.9021113243761996,0.11
Indian,26307,Royal Bistro,QSR,North Shore,1.03,44.21,1113,128,5658.88,492,296,197,21751.32,13086.16,8709.37,0.230345903355628,0.364702064264566,0.28,16,4.72,929.84,2291.57,2717.87,1635.14,2597.04,0.13,0.5,0.3,0.2,1146.39,0.40495203237980604,0.8,0.014375561545372867,0.9560297177672624,49205.73,9241.62,0.884995507637017,0.13
Indian,25904,Curry House,Cafe,North Shore,1.03,46.2,729,89,4111.8,320,192,128,14784.0,8870.4,5913.6,0.223754715193063,0.351077149086632,0.27,10,2.95,377.6,1748.21,2294.01,1376.4,2136.67,0.14,0.5,0.3,0.2,750.87,0.425168135720305,0.8,0.013717421124828532,0.7036369368572447,33679.799999999996,7555.290000000001,0.8779149519890261,0.14
Indian,25541,Bombay House,Full-service,West Auckland,1.04,44.89,1880,466,20918.74,707,424,283,31737.23,19033.36,12703.87,0.397120364184957,0.530960218934342,0.29,3,0.89,251.87,1504.46,-6921.27,-4150.81,661.78,0.33,0.5,0.3,0.2,1955.2,0.07191941688070103,0.8,0.0015957446808510637,-2.4719131963895777,84393.2,-8905.84,0.7521276595744681,0.33
Indian,25464,Tandoori House,QSR,CBD,0.99,39.43,1440,118,4652.74,661,397,264,26063.23,15653.71,10409.52,0.232185778021812,0.361282846238464,0.33,14,4.13,1090.32,1891.48,1994.65,1198.0,3141.48,0.09,0.5,0.3,0.2,1425.6,0.406531375739724,0.8,0.009722222222222222,0.5988142830229085,56779.2,8225.61,0.9180555555555557,0.09
Indian,26189,Bombay Kitchen,Full-service,CBD,0.99,36.38,1533,344,12514.72,594,357,238,21609.72,12987.66,8658.44,0.36313044289127,0.454105426743627,0.32,6,1.77,421.26,2287.24,-2965.63,-1782.37,1161.19,0.29,0.5,0.3,0.2,1517.67,0.18276413036510297,0.8,0.003913894324853229,-0.9770674058512183,55770.54000000001,-1299.5700000000002,0.7756033920417482,0.29
Indian,25531,Bombay Cafe,Ghost Kitchen,CBD,0.99,43.94,542,40,1757.6,251,151,100,11028.94,6634.94,4394.0,0.258991944452282,0.34667791146785,0.28,3,0.89,89.0,693.07,1260.94,758.57,1643.69,0.08,0.5,0.3,0.2,536.58,0.394330144079868,0.8,0.005535055350553505,0.03514297139269391,23815.48,4356.27,0.92619926199262,0.08
Indian,26434,Tandoori House,Full-service,West Auckland,1.04,42.26,1368,299,12635.74,534,321,214,22566.84,13565.46,9043.64,0.39816922203172,0.503868654486723,0.29,14,4.13,883.82,1237.82,-4333.69,-2605.08,2.11,0.28,0.5,0.3,0.2,1422.72,0.09796212348155697,0.8,0.01023391812865497,-1.7978627845699726,57811.68,-5698.84,0.7814327485380117,0.28
Indian,26356,Tandoori House,Cafe,South Auckland,1.05,34.7,1114,136,4719.2,489,293,196,16968.3,10167.1,6801.2,0.213761024270207,0.355094675603323,0.31,4,1.18,231.28,2034.66,2055.61,1231.69,2701.02,0.14,0.5,0.3,0.2,1169.7,0.4311443001264701,0.8,0.003590664272890485,0.40400610413192684,38655.799999999996,8022.980000000001,0.8779174147217236,0.14
Indian,26195,Bombay Diner,QSR,West Auckland,1.04,46.48,541,66,3067.68,238,142,95,11062.24,6600.16,4415.6,0.209527668748051,0.381544120237231,0.28,9,2.66,252.7,1254.46,1426.23,850.95,1552.96,0.14,0.5,0.3,0.2,562.64,0.408928211014718,0.8,0.0166358595194085,0.22562276302542458,25145.68,5084.6,0.878003696857671,0.14
Indian,25414,Bombay House,Cafe,South Auckland,1.05,42.96,724,71,3050.16,326,196,131,14004.96,8420.16,5627.76,0.267001802045852,0.434160264069214,0.29,7,2.07,271.17,911.5,123.77,74.42,1410.62,0.11,0.5,0.3,0.2,760.2,0.29883793388493407,0.8,0.009668508287292817,-0.3174322211592746,31103.04,2520.31,0.9019337016574585,0.11
Indian,26316,Tandoori House,QSR,West Auckland,1.04,37.83,920,98,3707.34,411,247,164,15548.13,9344.01,6204.12,0.25334801800549,0.419729889649898,0.27,3,0.89,145.96,1212.01,885.03,531.88,1882.3,0.12,0.5,0.3,0.2,956.8000000000001,0.326922092344612,0.8,0.003260869565217391,-0.052871718990851094,34803.600000000006,4511.22,0.893478260869565,0.12
Indian,26521,Spice Bistro,Full-service,CBD,0.99,33.18,684,118,3915.24,283,170,113,9389.94,5640.6,3749.34,0.397654449287802,0.52349210686516,0.27,12,3.54,400.02,308.73,-1794.85,-1078.18,-104.37,0.21,0.5,0.3,0.2,677.16,0.07885344384703796,0.8,0.017543859649122806,-1.152070601045593,22695.12,-2668.67,0.8274853801169592,0.21
Indian,26603,Bombay Corner,QSR,CBD,0.99,35.86,510,50,1793.0,230,138,92,8247.8,4948.68,3299.12,0.230855272579938,0.391676743910648,0.29,17,5.02,461.84,676.8,721.42,432.85,783.47,0.11,0.5,0.3,0.2,504.9,0.377467983509414,0.8,0.03333333333333333,-0.37898558385009307,18288.6,2614.54,0.9019607843137255,0.11
Indian,26117,Royal Kitchen,Cafe,West Auckland,1.04,41.08,829,61,2505.88,384,230,154,15774.72,9448.4,6326.32,0.257478479593992,0.428336122329347,0.32,5,1.48,227.92,787.31,-91.72,-54.94,1759.72,0.08,0.5,0.3,0.2,862.1600000000001,0.314185398076661,0.8,0.006031363088057901,-0.358419350655178,34055.32,2400.37,0.9264173703256936,0.08
Indian,26443,Royal Grill,QSR,West Auckland,1.04,41.06,604,74,3038.44,265,159,106,10880.9,6528.54,4352.36,0.242207907643169,0.406961579597555,0.29,6,1.77,187.62,1065.98,661.89,397.13,1339.32,0.14,0.5,0.3,0.2,628.16,0.350830512759276,0.8,0.009933774834437087,-0.17336725786538165,24800.24,3464.3199999999997,0.8774834437086092,0.14
Indian,26160,Bombay Eatery,QSR,West Auckland,1.04,33.41,1183,107,3574.87,538,323,215,17974.58,10791.43,7183.15,0.232417965270579,0.427618041518144,0.3,11,3.25,698.75,1215.33,718.34,431.27,1743.26,0.1,0.5,0.3,0.2,1230.32,0.339963993211277,0.8,0.009298393913778529,-0.19452812201524058,39524.03,4108.2,0.9095519864750635,0.1
Indian,25717,Royal Grill,QSR,South Auckland,1.05,45.7,477,51,2330.7,213,128,85,9734.1,5849.6,3884.5,0.212917431108654,0.399524376844056,0.3,16,4.72,401.2,903.28,852.3,512.18,1104.27,0.12,0.5,0.3,0.2,500.85,0.38755819204729003,0.8,0.033542976939203356,-0.12308687796349277,21798.9,3372.0299999999997,0.8930817610062893,0.12
Indian,25232,Bombay Eatery,Cafe,South Auckland,1.05,37.27,1282,137,5105.99,572,344,229,21318.44,12820.88,8534.83,0.20594270337373,0.386056850175373,0.27,3,0.89,203.81,2083.25,2941.95,1769.29,3278.4,0.12,0.5,0.3,0.2,1346.1000000000001,0.40800044645089706,0.8,0.00234009360374415,0.8154295762032646,47780.14,10072.89,0.8931357254290172,0.12
Indian,25140,Bombay Diner,Cafe,North Shore,1.03,32.52,1553,166,5398.32,694,416,277,22568.88,13528.32,9008.04,0.225263445768505,0.436142187612131,0.32,16,4.72,1307.44,1827.84,419.65,251.55,1742.63,0.12,0.5,0.3,0.2,1599.5900000000001,0.33859436661936404,0.8,0.0103026400515132,-0.1916269037531039,50503.560000000005,4241.67,0.8931101094655505,0.12
Indian,26164,Curry Grill,QSR,North Shore,1.03,31.37,873,100,3137.0,386,232,155,12108.82,7277.84,4862.35,0.259665309526026,0.369944427441806,0.32,15,4.43,686.65,1161.91,610.17,366.73,1114.32,0.13,0.5,0.3,0.2,899.19,0.37039026303216804,0.8,0.01718213058419244,-0.3438167572312313,27386.010000000002,3253.13,0.8854524627720504,0.13
Indian,25925,Curry Eatery,Full-service,South Auckland,1.05,34.14,939,199,6793.86,370,222,148,12631.8,7579.08,5052.72,0.39551515551284,0.487487742677331,0.31,14,4.13,611.24,794.86,-2437.97,-1462.78,-20.09,0.27,0.5,0.3,0.2,985.95,0.11699710180982903,0.8,0.014909478168264111,-1.2291420471993313,32057.46,-3125.9799999999996,0.7880724174653887,0.27
Indian,26167,Curry Diner,Full-service,CBD,0.99,43.66,579,115,5020.9,232,139,93,10129.12,6068.74,4060.38,0.352826336480211,0.491792073030956,0.27,5,1.48,137.64,780.16,-1160.98,-695.59,493.27,0.25,0.5,0.3,0.2,573.21,0.15538159048883293,0.8,0.008635578583765112,-0.8845431642725005,25279.140000000003,-583.1400000000001,0.8013816925734024,0.25
Indian,25224,Royal Eatery,Full-service,North Shore,1.03,37.35,495,68,2539.8,214,128,85,7992.9,4780.8,3174.75,0.357295493758284,0.467094982112758,0.28,6,1.77,150.45,446.01,-834.38,-499.07,407.07,0.16,0.5,0.3,0.2,509.85,0.17560952412895792,0.8,0.012121212121212121,-0.8526617272093908,18488.25,-480.37000000000006,0.8626262626262626,0.16
Indian,25037,Curry Cafe,Full-service,South Auckland,1.05,40.68,745,129,5247.72,308,185,123,12529.44,7525.8,5003.64,0.35157133321045,0.505617403937504,0.3,3,0.89,109.47,749.43,-1969.49,-1182.97,605.11,0.21,0.5,0.3,0.2,782.25,0.14281126285204604,0.8,0.004026845637583893,-1.0867347074878857,30306.6,-1797.9199999999996,0.8268456375838927,0.21
Indian,25765,Spice Tavern,Cafe,North Shore,1.03,45.94,940,85,3904.9,428,256,171,19662.32,11760.64,7855.74,0.215756895765662,0.380736278975382,0.32,11,3.25,555.75,1575.65,1641.94,982.09,2614.09,0.1,0.5,0.3,0.2,968.2,0.403506825258956,0.8,0.011702127659574468,0.550847525225114,43183.6,6813.77,0.9095744680851063,0.1
Indian,25483,Royal Tavern,QSR,West Auckland,1.04,38.27,1247,143,5472.61,552,331,221,21125.04,12667.37,8457.67,0.203215983435512,0.438703704439104,0.28,15,4.43,979.03,1959.63,1649.45,989.07,2049.5,0.13,0.5,0.3,0.2,1296.88,0.35808031212538394,0.8,0.012028869286287089,0.3022653571209582,47722.69,6647.65,0.8853247794707297,0.13
Indian,26173,Tandoori Tavern,Full-service,West Auckland,1.04,32.17,1292,250,8042.5,521,313,208,16760.57,10069.21,6691.36,0.350175797578413,0.4505512092961,0.31,18,5.31,1104.48,1602.65,-1855.85,-1114.93,228.93,0.24,0.5,0.3,0.2,1343.68,0.19927299312548707,0.8,0.01393188854489164,-0.9319881669295871,41563.64,-1139.1999999999998,0.8065015479876161,0.24
Indian,25122,Curry Diner,QSR,North Shore,1.03,40.45,738,54,2184.3,342,205,137,13833.9,8292.25,5541.65,0.235941641144454,0.388585654064082,0.28,4,1.18,161.66,820.15,1320.76,791.68,1919.08,0.08,0.5,0.3,0.2,760.14,0.375472704791464,0.8,0.005420054200542005,0.055648786076030604,29852.1,4851.67,0.9268292682926831,0.08
Indian,26618,Bombay Cafe,Cafe,South Auckland,1.05,38.44,1488,110,4228.4,689,413,276,26485.16,15875.72,10609.44,0.268565887566656,0.377184153255075,0.27,6,1.77,488.52,1497.91,2231.37,1337.53,3269.87,0.08,0.5,0.3,0.2,1562.4,0.35424995917826907,0.8,0.004032258064516129,0.5823867956868557,57198.72,8336.68,0.9260752688172043,0.08
Indian,26093,Tandoori Eatery,QSR,South Auckland,1.05,33.07,1155,123,4067.61,516,310,206,17064.12,10251.7,6812.42,0.262764566894621,0.408146005356684,0.28,16,4.72,972.32,1338.61,837.67,503.25,1269.58,0.12,0.5,0.3,0.2,1212.75,0.329089427748695,0.8,0.013852813852813853,-0.2227618517118875,38195.85,3949.1099999999997,0.8935064935064935,0.12
Indian,26217,Royal Diner,Cafe,CBD,0.99,36.58,1568,180,6584.4,694,416,278,25386.52,15217.28,10169.24,0.264601591229439,0.371882021101192,0.32,18,5.31,1476.18,2393.54,1104.73,662.2,2220.51,0.13,0.5,0.3,0.2,1552.32,0.363516387669369,0.8,0.011479591836734694,0.2132572295034005,57357.439999999995,6380.9800000000005,0.8852040816326532,0.13
Indian,26379,Curry Grill,QSR,CBD,0.99,31.34,993,73,2287.82,460,276,184,14416.4,8649.84,5766.56,0.245203241035342,0.415356773347594,0.32,4,1.18,217.12,776.58,280.25,168.15,1740.28,0.08,0.5,0.3,0.2,983.0699999999999,0.339439985617064,0.8,0.004028197381671702,-0.3824890136343813,31120.620000000003,2965.26,0.9264853977844913,0.08
Indian,26339,Bombay Bistro,Full-service,North Shore,1.03,34.39,1525,243,8356.77,641,385,256,22043.99,13240.15,8803.84,0.387624009046704,0.504016867070459,0.29,12,3.54,906.24,905.53,-4004.09,-2404.95,47.74,0.19,0.5,0.3,0.2,1570.75,0.10835912388283697,0.8,0.007868852459016393,-1.5722223923109238,52444.75,-5455.77,0.840655737704918,0.19
Indian,25654,Tandoori Diner,Cafe,West Auckland,1.04,31.99,1068,97,3103.03,486,291,194,15547.14,9309.09,6206.06,0.237178952991962,0.356937468727119,0.29,7,2.07,401.58,1259.47,1801.66,1078.77,2117.36,0.1,0.5,0.3,0.2,1110.72,0.4058835782809189,0.8,0.006554307116104869,0.07227080342071185,34165.32,6257.26,0.9091760299625469,0.1
